Отметка времени;Id;Пол;Возраст;Максимальный рейтинг в Доте;Рейтинг в доте на данный момент;Количество часов в игре (хотя бы примерное);Какое количество игр в среднем ты играешь в неделю? ;У меня ухудшается настроение, если я долго не играю в Доту 2;Почти все свое свободное время я трачу на Доту 2;Я часто играю больше, чем нужно, так как не могу остановиться (регаю новую игру);"Когда я играю в Доту я полностью над ней сосредоточен (не играю ""фо фан"")";С каждой неделей/месяцем я провожу в Доте все больше времени, чем раньше;Я часто регаю некст игру несмотря на дискомфорт (я могу играть голодный, не выспавшийся, в плохом самочувствии и т.д.);Я не рассказываю семье/друзьям о количестве часов, которое я провожу в Доте;Дота позволяет мне забыть о стрессе и жизненных проблемах ирл;Из-за количества часов, проводимых в игре я хуже учусь/работаю/выполняю иные задачи;Каждую игру в доте я играю на победу;Я часто играю в доту фо фан - мне интересен сам процесс игры (пробую разные сборки, новых героев, связки и тд);Если мне откровенно руинят игру тиммейты, я могу заруинить им в ответ;Я могу ливнуть из игры/встать в амулет, если что-то идет не так;У меня есть конкретная цель - апнуть птсы (например: взять 6к mmr или медаль властелина/дивайна/титана);Я играю в доту для того, чтобы побеждать;В доте слишком многое зависит не от меня и моей игры;Если я проигрываю, то это чаще всего связано с плохой игрой тиммейтов;Если бы у меня была сильная команда в каждой игре, я бы почти не проигрывал;Мой возможный птс намного больше, чем мой актуальный ;Я долгое время сижу на одном и том же рейтинге без видимого прогресса;У меня часто пропадает желание играть, когда мои тиммейты играют плохо;MMR - это всего лишь цифра, она не показывает реальный скилл игрока;Напиши трех героев, на которых у тебя сыграно больше всего игр, количество и винрейт на этих персонажах (например: Пудж, 152 игры, 56%):
2021/11/10 8:03:59 PM GMT+3;7674;М;18;1300;1300;1500;11-20 игр (почти каждый день по несколько игр);3;2;2;2;2;1;3;1;5;2;4;4;5;4;3;4;3;4;3;4;4;5;не помню
2021/11/10 8:20:27 PM GMT+3;7675;М;20;3560;3235;1200;20-30 игр (каждый день по несколько игр);2;5;5;5;1;5;5;5;2;5;1;1;1;5;5;1;5;5;5;1;5;3;? 
2021/11/10 8:21:32 PM GMT+3;7676;Ж;23;620;600;115 - 120;6-10 игр (пару дней в неделю стабильно-дота);2;1;3;5;3;2;1;2;1;4;2;1;1;3;4;1;2;2;1;1;1;2;"Венга, 37 игр, 54.05%
Энча, 29 игр, 48.28%
Цм, 18 игр, 44.44% (она мне нравится намного меньше, чем лёня или петух, но на них у меня сыграно меньше игр)"
2021/11/10 8:34:02 PM GMT+3;7677;М;16;1500;1К;2;1-5 игр (по выходным чисто пару каток);5;5;3;4;5;5;5;5;5;3;4;1;3;3;4;2;1;3;1;5;1;3;"Мипо, 110 игр, 51% ; Шадоу финд,  49,98 %, 70 игр; Лина, 100 игр  53%"
2021/11/10 8:34:39 PM GMT+3;7678;М;31;3400;2000;9000;11-20 игр (почти каждый день по несколько игр);2;2;2;3;1;1;4;4;2;4;3;1;1;1;4;2;2;4;4;4;2;4;1) Сенд кинг 224игр 49,55% 2) ВК 115игр 49,57 3)Феникс 110игр 55,45%. Давно играю только в турбо, оно в статистику не идёт. винрейт в турбо большой, стал лучше понимать механику доты и больше получать удовольствие.
2021/11/10 8:38:15 PM GMT+3;7679;М;14;960;960;450;20-30 игр (каждый день по несколько игр);3;2;3;3;2;1;1;2;3;3;2;3;3;2;3;4;2;4;4;1;5;4;Марси, Врка, Бара
2021/11/10 8:41:18 PM GMT+3;7680;М;16;2500;2150;2100;11-20 игр (почти каждый день по несколько игр);1;3;2;5;3;1;5;4;3;5;1;1;1;5;5;3;3;4;4;5;3;4;"Инвокер, 343 игры, 53,6% вин
Тинкер, 154 игры, 54,9% вин
Оракл, 137 игр, 49,8;% вин"
2021/11/10 8:46:52 PM GMT+3;7681;М;17;3000;2000;1000;1-5 игр (по выходным чисто пару каток);2;2;3;5;2;5;4;4;4;4;2;1;1;4;4;2;2;5;5;2;3;2;хускар 50 игр 70%винрейт петух ориентировочно 50 игр 60%винрейт сф 60 игр ориентировочно 65%винрейт
2021/11/10 8:49:34 PM GMT+3;7682;Ж;20;3200;2900;3000;11-20 игр (почти каждый день по несколько игр);4;4;5;4;1;4;5;5;1;5;2;1;1;1;5;1;3;2;3;5;1;5;"Даззл - 260 игр,60 ; Скаймаг - 120 игр, 45 ; Грим - 230 игр,62"
2021/11/10 8:54:15 PM GMT+3;7683;М;20;-;-;1400;6-10 игр (пару дней в неделю стабильно-дота);1;1;1;2;1;1;3;5;2;2;5;1;1;1;4;3;1;2;1;5;2;2;"Lion, ~150 игр, 48%
Zeus, ~140 игр, 49%
Naga Siren, ~130 игр, 53%"
2021/11/10 8:54:57 PM GMT+3;7684;М;21;1490;1450;1460;11-20 игр (почти каждый день по несколько игр);1;2;2;4;1;2;1;2;2;4;4;2;1;2;3;4;3;3;1;4;2;4;Луна, 87 игр, 58.6%. Сларк 71 игра, 63.4%. Джагер 57 игр, 59.6
2021/11/10 8:59:11 PM GMT+3;7685;М;15;3500;3500;2400;Больше 30 игр (по много пабликов каждый день);2;4;1;3;1;3;5;5;3;4;2;3;3;5;5;1;5;5;3;2;3;5;Медуза,247 игры, 63%.Лион,189 игры,54%,Tinker 298 игры,63%
2021/11/10 9:01:30 PM GMT+3;7686;М;77;710;650;700;20-30 игр (каждый день по несколько игр);2;4;4;3;3;5;5;1;5;5;3;1;1;5;5;5;3;4;3;5;5;4;"Бристелбек, 47 игр, 59.57%
Веномансер, 29 игр, 51.72%
Минер, 17 игр, 35,29%"
2021/11/10 9:06:18 PM GMT+3;7687;М;24;3000;2100;4500;1-5 игр (по выходным чисто пару каток);2;1;1;3;1;2;5;4;1;3;3;1;1;2;3;2;2;2;2;5;4;1;Windranger 156 46.15% Riki 108 45.37% Rubick 97 41.24%
2021/11/10 9:07:42 PM GMT+3;7688;М;27;4000;2900;8600;6-10 игр (пару дней в неделю стабильно-дота);1;1;1;5;1;5;2;2;5;5;3;3;1;5;5;3;3;3;3;3;4;3;Феникс, 2000 игр, 53%. Абаддон 500 игр, 56%. Кристалка 300 игр, 50%
2021/11/10 9:13:54 PM GMT+3;7689;М;22;4000;3500;3000;1-5 игр (по выходным чисто пару каток);1;1;3;4;1;3;5;4;3;4;3;2;1;3;5;4;3;5;1;5;4;2;"Windranger, 136 игр, 57%
Lina, 123 игры, 52%
Enchantress, 104 игры, 63%"
2021/11/10 9:23:00 PM GMT+3;7690;М;19;3400;3180;2812;1-5 игр (по выходным чисто пару каток);1;1;5;4;1;5;1;5;5;5;2;1;1;5;4;5;2;3;5;2;5;1;Пудж, 126 игр 51.6/ Инвокер, 116 игр, 50.9/ Фантом Ассассин 102,
2021/11/10 9:23:21 PM GMT+3;7691;М;22;4600;4200;4000;6-10 игр (пару дней в неделю стабильно-дота);2;3;2;2;1;5;4;4;2;5;5;2;1;5;4;2;3;2;2;4;4;1;"Инвокер,  233 игры, 50%; Пудж 202 54%, Мирана 86 68%"
2021/11/10 9:23:51 PM GMT+3;7692;М;27;2000;1800;2000;11-20 игр (почти каждый день по несколько игр);1;3;2;5;2;2;3;3;1;4;1;1;1;2;4;3;4;4;3;5;5;3;Банша 200-57% Вивер 112-57% Лансер 58-50% Урса 55-53% Шторм 53-41% ОД 48-64%
2021/11/10 9:25:42 PM GMT+3;7693;М;19;2300;1700;1200;20-30 игр (каждый день по несколько игр);3;2;2;5;3;1;1;4;2;5;2;1;2;4;4;1;1;3;3;2;1;1;"Tidehunter, 102 игры,  68%
Sand King , 123 игры, 54%
Brewmaster, 93 игры, 59%"
2021/11/10 9:27:08 PM GMT+3;7694;М;21;~5000;3500;7000;11-20 игр (почти каждый день по несколько игр);1;1;1;5;3;4;5;3;1;5;1;5;5;4;5;3;5;4;5;3;5;5;WR 152,dark willow 145,weaver 127
2021/11/10 9:27:52 PM GMT+3;7695;М;15;1050;1030;900-1000;6-10 игр (пару дней в неделю стабильно-дота);2;3;2;4;3;3;2;4;1;5;2;1;1;5;5;2;2;3;2;2;3;2;"Viper, 74 игры ,50% ; Brewmaster, 72 игры, 62% ; Treant Protector, 43 игры, 65%."
2021/11/10 9:30:04 PM GMT+3;7696;М;20;1600;1400;2200;1-5 игр (по выходным чисто пару каток);2;1;2;4;1;2;3;4;2;4;3;1;1;2;4;3;3;4;3;2;3;2;"Врка, 158 игр, 61%
Темпларка, 104 игры, 52%
Феникс, 99 игр, 58%"
2021/11/10 9:30:41 PM GMT+3;7697;М;27;3000;2800;3000;6-10 игр (пару дней в неделю стабильно-дота);1;1;2;4;1;1;1;5;3;4;4;1;1;1;3;3;4;4;2;1;1;3;Феникс, 658 игр, 59%. Худвинг, 227 игр, 55%. Элдер титан, 78 игр, 47%
2021/11/10 9:34:01 PM GMT+3;7698;М;19;2000;1300;3000;20-30 игр (каждый день по несколько игр);3;2;3;4;3;2;3;4;3;4;2;2;2;4;4;3;3;3;4;4;4;3;Troll Warlord, 197 игр, 64%. Techies, 83 игры, 43%. Crystal Maiden, 61 игра, 57%
2021/11/10 9:34:18 PM GMT+3;7699;М;16;700;430;466;11-20 игр (почти каждый день по несколько игр);4;2;1;5;1;4;4;1;4;5;2;1;1;1;4;4;1;4;1;1;5;4;Пудж, 88 игр 50%, андерлорд 60игр, 60%, марс 50 игр 42%
2021/11/10 9:36:26 PM GMT+3;7700;М;20;1900;1300;1250;1-5 игр (по выходным чисто пару каток);1;1;1;4;1;1;2;3;3;4;3;1;1;1;5;3;3;1;3;3;3;3;"Witch Doctor 85 55%;  Lion 57 51%; Crystal Maiden 57 58%;"
2021/11/10 9:39:36 PM GMT+3;7701;М;20;2к;нет;1300;1-5 игр (по выходным чисто пару каток);1;1;1;3;1;1;5;3;1;4;3;3;1;3;4;3;2;4;1;5;5;3;снайпер(100 игр 65%) акс(80 игр 71%) сларк(60 игр 55%)
2021/11/10 9:39:46 PM GMT+3;7702;М;16;3750;2350;6000;20-30 игр (каждый день по несколько игр);4;5;4;3;2;4;4;5;5;4;5;1;1;2;4;3;3;1;4;5;3;2;invoker 369 57,7% techies 51,5% shadow fiend 57%
2021/11/10 9:42:26 PM GMT+3;7703;М;16;5000;4700;3000;11-20 игр (почти каждый день по несколько игр);4;4;5;5;3;5;5;5;4;5;5;1;1;5;5;5;1;5;5;4;1;3;Морф,80 игр 60% винрейт. Пл 60 игр, 60% винрейт, темпларка, 45 игр 50% винрейт
2021/11/10 9:45:02 PM GMT+3;7704;М;17;4800;4300;5к+-;11-20 игр (почти каждый день по несколько игр);1;3;1;5;1;1;1;4;1;4;1;2;2;5;5;2;2;3;4;2;2;1;фантомка(178, 63%) урса(211, 61,6%) сларк(250,58,4%)
2021/11/10 9:45:04 PM GMT+3;7705;М;18;4810;4810;4000;1-5 игр (по выходным чисто пару каток);1;1;4;5;1;3;2;5;3;4;2;1;1;2;4;3;2;4;1;3;4;2;Clinkz 109, 68.8%, Puj 104, 52,2%, Mirana 90, 64%
2021/11/10 9:55:12 PM GMT+3;7706;М;19;3900;3600;7000;Больше 30 игр (по много пабликов каждый день);1;2;1;4;5;2;1;5;1;3;3;1;1;4;5;5;1;4;3;5;2;5;"Lina, 202 игры, 62.96%; Techies, 163 игры, 49.63%; Zeus, 138 игры, 53.62%."
2021/11/10 9:55:20 PM GMT+3;7707;М;19;1900;500;4к;Больше 30 игр (по много пабликов каждый день);1;4;4;3;5;1;2;5;1;4;2;2;1;5;5;4;3;4;5;5;5;2;Темплар ассасин 100 игр 60% тинке 80игр 40% легиока 200 45%
2021/11/10 9:56:01 PM GMT+3;7708;М;18;2000;1000;2000;20-30 игр (каждый день по несколько игр);4;3;4;2;1;1;1;1;2;3;5;1;1;3;3;2;2;1;3;5;1;5;Axe, 58 игр, 56%. Pudge, 57 игр, 40%. Nyx, 56 игр, 41%.
2021/11/10 9:56:06 PM GMT+3;7709;М;18;???;6 калибровочных;+-500;1-5 игр (по выходным чисто пару каток);1;2;1;3;1;2;1;4;2;5;3;1;1;1;3;2;2;2;2;3;3;3;"Течис, ~250 с двух акков, ~58%
Шадоу шаман и падж, их не помню а чекнуть сейчас никак, соре."
2021/11/10 9:56:55 PM GMT+3;7710;М;16;5000;4700;3000;11-20 игр (почти каждый день по несколько игр);4;4;3;5;3;5;5;5;3;5;2;1;1;5;5;5;3;5;5;4;1;3;Морф 80 игр 60% винрейт пл 60 игр 60% винрейт,темпларка 40 игр 50% винрейт
2021/11/10 9:57:23 PM GMT+3;7711;М;14;720;680;228;11-20 игр (почти каждый день по несколько игр);2;3;2;4;1;1;2;1;2;4;3;3;1;3;4;3;2;2;3;3;2;3;Лина, 21 игра, 66.7% Трент, 32 игры, 56%
2021/11/10 10:17:31 PM GMT+3;7712;М;30;Легенда;1660;2000;11-20 игр (почти каждый день по несколько игр);3;3;5;5;3;1;4;1;1;5;2;4;1;5;5;2;2;4;2;3;2;1;"Grimstroke
129 игр
% Побед
52.71%

Shadow Demon
112игр
60.71%


Lich
106игр
50.94%

Abaddon
94игры
52.13%

Shadow Shaman
77 игр
53.25%"
2021/11/10 10:22:52 PM GMT+3;7713;М;23;3500;2700;1600;11-20 игр (почти каждый день по несколько игр);1;4;3;4;2;3;1;3;1;5;3;2;1;4;5;1;3;2;3;5;1;1;"Лион, 101 игр, 48,5%
Апарат, 98 игр, 51%
Омник, 88 игр, 62,5%"
2021/11/10 10:23:04 PM GMT+3;7714;М;ded;5ooo;5ooo;5ooo;11-20 игр (почти каждый день по несколько игр);5;2;5;4;1;4;5;1;1;4;2;5;5;5;5;5;4;5;5;5;5;1;Brood, 205, 65% \ naga, 153, 58%
2021/11/10 10:35:00 PM GMT+3;7715;Ж;17;3600;3400;2000;1-5 игр (по выходным чисто пару каток);1;1;1;5;2;1;2;2;1;4;2;1;1;5;5;2;1;1;2;1;2;1;Дизраптор 257, 68%. Дазл 164, 62% Лич 233, 64%
2021/11/10 10:41:49 PM GMT+3;7716;М;13;2600;2200;2000;Больше 30 игр (по много пабликов каждый день);5;4;3;3;2;5;4;4;5;4;3;5;5;4;4;4;3;4;4;4;2;4;пудж 120 игр, 55%, сф 170 игр, 49%, сларк 40 игр, 67%
2021/11/10 10:44:26 PM GMT+3;7717;М;15;2500;2400;2000;20-30 игр (каждый день по несколько игр);4;5;5;5;3;1;5;5;5;4;1;5;5;5;5;3;1;5;5;5;5;5;арк 50 игр вр 70, тинкер 60 игр вр 60, троль 50 игр вр 70
2021/11/10 10:46:03 PM GMT+3;7718;М;21;3300 +\- 100;Без калибровки (уже оставил игру);Около 5500 часов;1-5 игр (по выходным чисто пару каток);3;1;1;4;1;2;2;1;1;5;1;2;1;3;3;3;3;3;2;4;2;5;Инвокер 256 игр 50% , Фурион 150 игр 52% , Свен 110 игр 60% (Спасибо за видео , мониторю твой канал)
2021/11/10 10:49:40 PM GMT+3;7719;М;22;3900 (+-50);2400 (+-100);5699 (+-500 на других аках);6-10 игр (пару дней в неделю стабильно-дота);3;2;3;4;1;2;2;4;1;4;2;4;2;4;5;4;5;4;5;3;4;2;"Пудж, 349 игры, 57%; СФ, 223 игры, 48%; Снайпер 169, 69,9%)"
2021/11/10 10:51:10 PM GMT+3;7720;М;21;2100;думаю, около 1000;239;11-20 игр (почти каждый день по несколько игр);1;3;1;3;2;1;1;5;3;3;3;1;1;2;2;3;1;2;5;1;1;3;анти маг 15 игр 77%, сф 26 игр 58%, тролль 17 игра 80%
2021/11/10 10:54:55 PM GMT+3;7721;М;15;2300;2100;2100;Больше 30 игр (по много пабликов каждый день);2;4;5;5;3;1;1;5;2;5;1;2;2;5;5;1;3;4;5;3;5;5;сларк 79 - 60%, антимаг 72 - 57%, мипа  51 - 67 %
2021/11/10 10:59:30 PM GMT+3;7722;М;16;1750;1330;5000;20-30 игр (каждый день по несколько игр);4;3;2;4;3;2;1;4;3;4;2;3;2;4;4;2;3;4;4;5;5;2;Свен, 276 игр 57.4% Луна, 152 игры, 60% Медуза, 100 игр, 61%
2021/11/10 11:01:13 PM GMT+3;7723;М;19;2500;1500;3000;6-10 игр (пару дней в неделю стабильно-дота);3;2;3;5;3;2;5;3;1;5;1;3;2;5;5;3;2;2;4;2;1;3;"Сларк, 34 игр, 55,88%
Арк Варден, 27 игр, 55,56%
ВК, 19игр, 63,16%"
2021/11/10 11:03:55 PM GMT+3;7724;М;18;900;820;3000;6-10 игр (пару дней в неделю стабильно-дота);2;1;1;2;2;3;1;5;2;1;4;4;3;1;1;4;3;5;5;3;4;5;"Пудж, 120 игры, 62%
Тинкер, 75 игр, 45%
Легион Коммандер, 72 игры, 68%"
2021/11/10 11:05:12 PM GMT+3;7725;М;20;3980;3070;6000;20-30 игр (каждый день по несколько игр);2;5;5;3;1;5;3;1;1;4;1;1;1;2;2;1;2;1;4;5;1;2;Инвокер, 820 игр, 53.4%, Пудж, 375 игр, 50.9%, Морф, 213 игр, 52.6%
2021/11/10 11:05:57 PM GMT+3;7726;М;15;1400;1320;1200;20-30 игр (каждый день по несколько игр);3;3;4;3;4;2;1;4;1;4;2;1;1;5;4;2;1;2;2;1;3;3;Пл, 44,70%, тини, 33, 60%, сларк ,27,51%
2021/11/10 11:07:26 PM GMT+3;7727;М;16;450;410;1500(примерно);6-10 игр (пару дней в неделю стабильно-дота);2;1;4;4;3;4;1;2;4;5;1;1;1;4;4;2;4;5;5;5;5;3;"Арк Варден, 111 игр, 60, 4%; Пангошмык, 44 игры, 52,3%; Акс, 35 игр, 54%"
2021/11/10 11:07:47 PM GMT+3;7728;М;19;1830;1810;2000;11-20 игр (почти каждый день по несколько игр);1;2;2;5;2;4;1;4;2;5;1;4;1;4;4;3;3;3;3;3;4;2;"Войд спирит на мид, 250, 56%
Даунбрейкер оффлейн, 70, 63%
Марс оффлейн, 65, 57%"
2021/11/10 11:11:47 PM GMT+3;7729;М;19;4200;4100;5500;6-10 игр (пару дней в неделю стабильно-дота);3;4;5;3;5;5;5;4;5;5;4;4;1;5;4;2;2;2;1;4;1;1;пудж, 447 игр, 60%, мипо 184 игр, 58%, ам 127 игр, 54%
2021/11/10 11:14:45 PM GMT+3;7730;М;17;3300;3200;3300;6-10 игр (пару дней в неделю стабильно-дота);1;1;2;5;1;1;2;3;2;5;2;1;1;5;4;1;2;3;1;1;1;4;(Ember spirit, 546 игр, 55%)(dragon knight, 129, 63%) (Zeus, 113, 58%)
2021/11/10 11:15:47 PM GMT+3;7731;М;16;4100;3900;7000;Больше 30 игр (по много пабликов каждый день);4;5;3;4;5;4;2;5;4;4;3;4;1;1;4;3;3;5;3;1;2;4;Пудж 100 игр 60%, Рики 86 игр, 58%, Магнус 77 игр 61%
2021/11/10 11:17:07 PM GMT+3;7732;М;17;700;200;700;11-20 игр (почти каждый день по несколько игр);2;1;4;5;1;5;1;3;1;5;1;1;1;5;5;2;2;5;5;2;1;5;лич 44 игр 54.55% вд 63 игры 53.97% зевс 44 игры 47.73%
2021/11/10 11:19:54 PM GMT+3;7733;М;30;2750;900;9000;11-20 игр (почти каждый день по несколько игр);1;2;4;4;2;2;4;2;5;4;3;3;1;3;3;2;2;1;2;2;3;2;Storm Spirit 346 игр 51.16%, Windranger 277 игр 46.93%, Enigma 107 игр 50.47%
2021/11/10 11:21:41 PM GMT+3;7734;М;22;4400;4220;6000;6-10 игр (пару дней в неделю стабильно-дота);4;2;5;4;1;2;2;4;2;3;4;1;1;5;2;2;2;2;2;2;1;2;"Инвокер, 660 игр, 52.6%; Рубик, 194 игры, 54.6%; Витч Доктор, 167 игр, 68.3%"
2021/11/10 11:27:36 PM GMT+3;7735;М;16;1960;1960;2400, но почти треть это афк и чиловые катки в туро, рэйтинг ток недавно начал;20-30 игр (каждый день по несколько игр);3;4;4;3;2;3;3;4;3;4;3;2;1;3;3;2;2;4;3;1;2;1;Медуза 78 игр, 61%, абаддон 75 игр, 53%, течис 74 игры, 50%, феникс 72 игры 57%.
2021/11/10 11:28:22 PM GMT+3;7736;М;13;Калибровка/Рекрут 3 (попадаются такие звания);Калибровка;370;11-20 игр (почти каждый день по несколько игр);2;3;4;4;4;2;3;4;2;4;2;2;1;3;4;2;2;3;1;1;2;3;СФ, 60  игр 49%, Пудж, 10 игр 60℅, Баунти Хантер, 20, 65%
